PID,Name,Title,PublicationType,ContentType,Language,Journal,JournalISSN,JournalEISSN,Status,Volume,Issue,HostPublication,StartPage,EndPage,Year,Edition,Pages,City,Publisher,Series,SeriesISSN,SeriesEISSN,ISBN,Urls,ISRN,DOI,ISI,PMID,ScopusId,NBN,LocalId,ArchiveNumber,Keywords,Categories,ResearchSubjects,Projects,Notes,Abstract,Opponents,Supervisors,Examiners,Patent,ThesisLevel,Credits,Programme,Subject,Uppsok,DefencePlace,DefenceLanguage,DefenceDate,CreatedDate,PublicationDate,LastUpdated
"1291706","Granlund, John (Nordiska museet [877150])","Cecilias bod : ett uppländskt 1500-tals monument","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årbok","117","134","1960","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1203","928b942f-638a-4eef-b5b8-f935b4e3ba29","","Byggnader;Bondgårdar;Uppland;1500-talet","Arkitektur (60405)","Byggnader och bebyggelse;Historia","","","","","","","","","","","","","","","","2019-02-26","2019-02-26","2019-02-27"
"1334422","Womack, Anna (Nordiska museet [877150])","Christian Hammer och Nordiska museet","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Brokiga samlingars bostad","80","101","2007","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1883","624d9af7-1252-48a8-b925-e7764d1c8826","","Nordiska museet;Christian Hammer","Annan humaniora (605)","Nordiska museet: Historia","","","","","","","","","","","","","","","","2019-07-02","2019-07-02","2019-07-05"
"1282225","Bengtsson, Bengt (Nordiska museet [877150])","Christian Hammers skissböcker","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens historia","153","162","1950","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1039","62ca94fb-2939-4881-a779-6f004c896705","","Skissböcker;Guldsmedsritningar;Skansen;Christian Hammer","Humaniora och konst (6)","Kulturhistoria;Skansen;Materiell kultur","","","","","","","","","","","","","","","","2019-01-24","2019-01-24","2019-01-24"
"1233266","Wallin, Sigurd (Nordiska museet [877150])","Christian Linning: Möbelsnickaren som konstnärsindivid eller skråbroder","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","59","74","1931","","","Stockholm","Nordiska Museet","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-247","4845dfc6-9937-4907-807b-88ef76d763b9","","Skråväsen;Möbler","Etnologi (60503)","Näringar och arbetsliv","","","","","","","","","","","","","","","","2018-07-17","2018-07-17","2018-11-07"
"1318170","Lindgren, Michael (Nordiska museet [877150])","Christopher Polhems verktygsskåp?","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Känn dig själv","256","268","1997","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1755","1f0dc59a-5357-4e34-a7fb-ff7d7b98524b","","Museisamlingar;Nordiska museet;Verktyg;Skåp;1700-talet;Christopher Polhem","Annan humaniora (605)","Insamling och samlingsvård","","","","","","","","","","","","","","","","2019-05-27","2019-05-27","2019-05-27"
"1283113","Forsberg, Karin (Nordiska museet [877150])","Claes Grill : en frihetstidens  mecenat och handelsfurste","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","119","128","1951","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1055","a6ca971e-2db2-49f4-b1f0-4677a5de5ab1","","Claes Grill;Svindersvik","Historia (60101)","Historia;Nordiska museet","","","","","","","","","","","","","","","","2019-01-28","2019-01-28","2019-01-28"
"1294538","Andrén, Erik (Nordiska museet [877150])","Claes Grills porcellaine","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","167","180","1965","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1332","ead46db6-97b6-41c5-b833-5e848b141046","","Claes Grill;Porslin","Konst (604)","Mat och dryck;Insamling och samlingsvård;Nordiska museet;Kulturhistoria","","","","","","","","","","","","","","","","2019-03-07","2019-03-07","2019-03-08"
"1235241","Karlsson, William (Nordiska museet [877150])","Clas Eric Reding : En gustaviansk spegelmakare i Karlskrona","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","12","19","1928","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-469","8aa77098-f1af-4b7e-bc48-e470893dc8f2","","Hantverk;Speglar","Etnologi (60503)","Näringar och arbetsliv","","","","","","","","","","","","","","","","2018-07-24","2018-07-24","2018-11-12"
"1233651","Wistrand, Per Gustaf (Nordiska museet [877150])","Conterfeije och målare skråå","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Meddelanden från Nordiska museet : 1898","63","77","1900","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-295","2b4d4735-fd11-47dc-ba42-8612123c0100","","Skråväsen","Etnologi (60503)","Näringar och arbetsliv","","","","","","","","","","","","","","","","2018-07-18","2018-07-18","2018-11-22"
"1290776","Hazelius-Berg, Gunnel (Nordiska museet [877150])","Curmanska villan i Lysekil","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","207","209","1958","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1167","1bef2922-a5ef-4abd-9de6-0e9aebbabe5b","","Byggnader;Villor;1800-talet","Humaniora och konst (6)","Byggnader och bebyggelse","","","","","","","","","","","","","","","","2019-02-21","2019-02-21","2019-02-25"
"1294204","Svärdström, Svante (Nordiska museet [877150])","Dalmålningar från Härjedalen","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","211","214","1964","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1315","dadcc10e-43a6-4ee7-80e2-9c12e64f5a0c","","Dalmålningar;Härjedalen","Konst (604)","Hem och bostad;Kulturhistoria","","","","","","","","","","","","","","","","2019-03-06","2019-03-06","2019-03-08"
"1335003","Ulvros, Eva Helen","Dans på lek","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Dansa med mig","18","35","2006","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1906","d655f354-41e1-4811-81d0-6496e0edd6fe","","Dans;Lekar","Annan humaniora (605)","Vardagsliv och berättande;Kulturhistoria","","","","","","","","","","","","","","","","2019-07-03","2019-07-03","2019-07-05"
"1335333","Westberg, Christina","Dansen på Skansen","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Dansa med mig","190","208","2006","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1918","3d29d83f-d88c-4c84-8900-80323b4ae39e","","Dans;Skansen","Annan humaniora (605)","Kulturhistoria;Skansen","","","","","","","","","","","","","","","","2019-07-05","2019-07-05","2019-07-05"
"1334683","Westergren, Christina (Nordiska museet [877150])","Dansens spår : inledning","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Dansa med mig","7","17","2006","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1904","3c329ee1-eeaf-474d-b502-a6548ca98b86","","Dans","Annan humaniora (605)","Kulturhistoria","","","","","","","","","","","","","","","","2019-07-03","2019-07-03","2019-07-05"
"1335323","Elg af Klintberg, Inger (Nordiska museet [877150]);Bohlin, Peter","Dansmästarna och sällskapsdansen","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Dansa med mig","136","148","2006","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1914","7af456d5-eaf6-4a48-aac5-58af5a7316f1","","Sällskapsdans","Annan humaniora (605)","Kulturhistoria","","","","","","","","","","","","","","","","2019-07-05","2019-07-05","2019-07-05"
"1296814","Grandien, Bo (Nordiska museet [877150])","""Dantes inferno, taget på skämt"" : Om den moderna varmbadanstaltens framväxt","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","69","84","1970","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1411","c36b5f7b-8e3f-4581-930e-2e49b85e8642","","Badanläggningar","Annan humaniora (605)","Kulturhistoria","","","","","","","","","","","","","","","","2019-03-18","2019-03-18","2019-03-18"
"1361383","Enevold, Jessica;Hagström, Charlotte","Datorspel som vardagslek : en kultur i utveckling","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Lekar och spel","50","55","2014","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-2072","d32733a7-9bce-4430-99ba-1361bb462842","","Datorspel","Annan humaniora (605)","Kulturhistoria","","","","","","","","","","","","","","","","2019-10-16","2019-10-16","2019-10-17"
"1306715","Jiveskog, Lars-Olof;Wiklund, Mats","Datorspelen utmanar fantasin","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Leka för livet","200","210","1991","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1662","073dfe6c-e950-43ee-bb01-990862bf89a9","","Datorspel","Annan humaniora (605)","Kulturhistoria","","","","","","","","","","","","","","","","2019-04-24","2019-04-24","2019-04-25"
"1302231","Wiking-Faria, Pablo (Nordiska museet [877150])","De första skördetröskorna i Sverige - en innovation och dess problem","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","165","180","1983","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1533","5cc3d0ae-679f-41ef-9652-6e3869551a08","","Skördetröskor","Jordbruksvetenskap (40101)","Naturbruk och agrarhistoria","","","","","","","","","","","","","","","","2019-04-04","2019-04-04","2019-04-05"
"1261232","Seitz, Heribert (Nordiska museet [877150])","De försvunna värjorna : Svensk sidobeväpning under 30-åriga kriget","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","93","110","1946","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-963","fecf44a0-05cc-45bb-8f60-42981f569847","","Vapen;Värjor;Sverige;1600-talet","Historia (60101)","Historia;Materiell kultur","","","","","","","","","","","","","","","","2018-11-06","2018-11-06","2018-11-28"
"1242488","Lithberg, Nils (Nordiska museet [877150])","De kulturhistoriska museerna i Sverige 1921-1923","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","46","53","1925","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-681","8d689b3e-884d-4327-a4e4-a3a35066c29a","","Kulturhistoriska museer","Kulturstudier (60502)","Historia","","","","","","","","","","","","","","","","2018-08-28","2018-08-28","2018-11-13"
"1233770","Steneberg, Karl Erik (Nordiska museet [877150])","De Mörnerska familjeproträtten på Tyresö : En studie i greve Carl Mörners samling","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","133","156","1933","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-322","d8831d06-b4b8-4a03-98f5-f6cfcaa69b8f","","Porträtt","Etnologi (60503)","Historia","","","","","","","","","","","","","","","","2018-07-19","2018-07-19","2018-11-06"
"1233171","Vigström, Eva (Nordiska museet [877150])","De nedstötta andarna","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Meddelanden : 1889","21","26","1891","","","Stockholm","Samfundet för Nordiska museets främjande","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-224","cd15aa48-aaaa-40f0-a2fc-90b887f54573","","Folktro","Etnologi (60503)","Seder och bruk","","","","","","","","","","","","","","","","2018-07-16","2018-07-16","2018-11-22"
"1297663","Danielson, Eva","De nordiska medeltidsballaderna som folktrokällor","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","127","140","1976","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1447","3240bc2e-231a-4c68-847f-a87e466d2331","","Folktro;Norden;Medeltida ballader","Etnologi (60503)","Seder och bruk","","","","","","","","","","","","","","","","2019-03-20","2019-03-20","2019-03-25"
"1320754","Feldreich, Sten (Nordiska museet [877150])","De nya sporterna","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Idrottens själ","294","311","2000","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1790","aac2e358-7e4b-4275-a2cf-c09850071913","","Idrott - historia","Annan humaniora (605)","Kulturhistoria","","","","","","","","","","","","","","","","2019-06-05","2019-06-05","2019-06-12"
"1294361","Nodermann, Maj (Nordiska museet [877150])","De nyfunna bonaderna i Alfta : en första kommentar","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","43","76","1965","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1322","8cc54264-4847-4cbb-adf2-25293ff0eb66","","Bonader","Humaniora och konst (6)","Dräkt och textil","","","","","","","","","","","","","","","","2019-03-07","2019-03-07","2019-03-08"
"1203240","Sveri, Knut (Nordiska museet [877150])","De oäkta barnen","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","39","46","1971","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-122","c6365904-63dd-4803-942e-2c3bb50536f2","","","Etnologi (60503)","Sociala och kulturella identiteter","","","","","","","","","","","","","","","","2018-05-02","2018-05-02","2019-03-18"
"1306999","Åberg, Alf","De pfalziska kungarna","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Himla många kungar","171","196","1993","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1669","70eb165a-8f37-48bc-92cd-e80bcbf6414e","","Kungar;Sverige;Karl X Gustav;Karl XI;Karl XII","Historia (60101)","Historia","","","","","","","","","","","","","","","","2019-04-25","2019-04-25","2019-05-02"
"1304922","Lewin, Leif","De politiska partiernas uppgång och fall","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","90tal : visioner och vägval","199","210","1991","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1616","fcf5a627-6bbd-47c5-9951-cb22d0f893a8","","Politiska partier;Sverige;1800-talet;1900-talet","Annan humaniora (605)","Historia","","","","","","","","","","","","","","","","2019-04-15","2019-04-15","2019-04-24"
"1286636","Henschen, Ingegerd (Nordiska museet [877150])","De ""ryska"" tröjorna","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","71","94","1953","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1084","026d7fac-c1b5-45f7-aee8-d05c266583df","","Kläder","Humaniora och konst (6)","Dräkt och textil","","","","","","","","","","","","","","","","2019-02-07","2019-02-07","2019-02-11"
"1246833","Ekholm, Gunnar (Nordiska museet [877150])","De uppsaliensiska studentnationernas gamla kassakistor","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","66","71","1918","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-813","f870303c-15a4-42bf-9253-350ebfca8fa0","","Studentnationer;Kistor","Etnologi (60503)","Näringar och arbetsliv","","","","","","","","","","","","","","","","2018-09-10","2018-09-10","2018-11-14"
"1241098","Ambrosiani, Sune (Nordiska museet [877150])","De äldsta rokokokaklen i Stockholm","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","1","20","1911","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-635","611119fc-9ab2-4dd8-9496-31fbc5b53f56","","Kakel - konsthantverk;Kakel - tillverkning;Rokoko","Etnologi (60503)","Kulturhistoria","","","","","","","","","","","","","","","","2018-08-22","2018-08-22","2018-11-19"
"1247685","Gustafsson, Gottfrid (Nordiska museet [877150])","Delsbogården","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","125","154","1941","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-874","71102cd1-351e-4fda-897b-ce904e5dcd12","","Hus;Gårdar","Etnologi (60503);Arkitektur (60405)","Skansen;Hem och bostad","","","","","","","","","","","","","","","","2018-09-12","2018-09-12","2018-11-01"
"1296226","Olsson, Per-Olof (Nordiska museet [877150])","Demokratins arkitektur","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","93","108","1968","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1376","71473f6d-08f2-4786-a731-544c963e1da5","","Stockholmsutställningen 1930;Modernism;Arkitektur;Funktionalism","Arkitektur (60405)","Byggnader och bebyggelse","","","","","","","","","","","","","","","","2019-03-14","2019-03-14","2019-03-15"
"1298084","Rosander, Göran (Nordiska museet [877150])","Den akademiska undervisningen i etnologi i Stockholm","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","7","12","1977","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1454","ed08b7a8-51e4-4d28-8b09-eea722e78340","","Högskoleutbildning","Etnologi (60503)","Etnologi","","","","","","","","","","","","","","","","2019-03-21","2019-03-21","2019-03-25"
"1313383","Polite, Oivvio","Den andra generationen. Alternativa bilder","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Alla vi svenskar","127","138","1996","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1715","3d1a8052-c58b-42fe-a35c-906a443c64fc","","Andragenerationsinvandrare;Sverige","Annan humaniora (605)","Sociala och kulturella identiteter","","","","","","","","","","","","","","","","2019-05-03","2019-05-03","2019-05-03"
"1296033","Eles, Håkan (Nordiska museet [877150])","Den Bernströmska pollettsamlingen i Nordiska museet","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","231","238","1967","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1367","4180e02d-b56e-4bbf-abef-2ac3bd215097","","Polletter","Annan humaniora (605)","Insamling och samlingsvård;Nordiska museet","","","","","","","","","","","","","","","","2019-03-13","2019-03-13","2019-03-14"
"1301685","Hamilton, Ulf (Nordiska museet [877150])","Den blygsamma ångmaskinen : en studie av arbtesresurser i SVerige 1800-1850","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","21","34","1982","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1509","ee3ad95e-be25-4607-bf94-dd890cecfe29","","","Historia (60101)","Historia","","","","","","","","","","","","","","","","2019-04-02","2019-04-02","2019-04-03"
"1289660","Eskeröd, Albert (Nordiska museet [877150])","Den dansk-skånska gården och hinterpommerns fyrkantgårdar : till frågan om vandring eller lokal utveckling","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","165","188","1957","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1152","63bc4f85-3926-481f-ab74-ea359b078033","","Byggnader;Bondgårdar;Skåne;Danmark","Annan humaniora (605)","Byggnader och bebyggelse;Etnologi","","","","","","","","","","","","","","","","2019-02-18","2019-02-18","2019-02-19"
"1317760","Eklund Nyström, Sigrid (Nordiska museet [877150])","Den elektriska ljusstaken","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Känn dig själv","152","159","1997","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1746","cc49850d-2e3b-4cca-8326-ee00157efda4","","Julseder;Ljusstakar","Annan humaniora (605)","Hem och bostad;Insamling och samlingsvård;Nordiska museet","","","","","","","","","","","","","","","","2019-05-23","2019-05-23","2019-05-27"
"1323163","Magnusson, Olle","Den förbaskade gamla tvätten","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Tyg överallt","248","263","2002","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1840","49dc151d-ae89-45b1-8096-5b6866840e06","","Tvätt;Tvättstugor;Tvätterier","Annan humaniora (605)","Dräkt och textil","","","","","","","","","","","","","","","","2019-06-11","2019-06-11","2019-06-12"
"1299836","Lindgren, Michael (Nordiska museet [877150])","Den första svenska räknemaskinen : ett museiföremål och dess bakgrund","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","131","138","1980","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1498","f4a10bca-f70e-4261-8491-2383b25534d7","","Museisamlingar;Räknemaskiner","Annan humaniora (605)","Museologi","","","","","","","","","","","","","","","","2019-03-28","2019-03-28","2019-03-28"
"1347631","Eklund Nyström, Sigrid (Nordiska museet [877150])","Den glänste som av guld","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","I kälekens spår","112","129","2012","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-2010","e8bd4063-5d6e-41d5-ac1f-7356b6dbba63","","Brudkronor;Halm;1900-talet;Sverige","Annan humaniora (605)","Kulturhistoria","","","","","","","","","","","","","","","","2019-09-02","2019-09-02","2019-09-02"
"1299730","Kjellström, Rolf (Nordiska museet [877150])","Den glömda expeditionen","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","90","100","1980","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1495","451b56c2-2dd0-4e15-8714-6e08b65a0c35","","Polarexpeditioner;Alpinism;1800-talet;Sverige","Annan humaniora (605)","Etnologi;Kulturhistoria","","","","","","","","","","","","","","","","2019-03-28","2019-03-28","2019-03-28"
"1315678","Blomkvist, Pär (Nordiska museet [877150])","Den ""goda vägen"" in i bilsamhället : Svenska vägföreningen 1914-1924","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Drömmen om bilen","70","95","1996","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1720","9fa38035-ab4d-42ef-a203-8f8e24a67fb4","","Svenska vägföreningen;Bilar;Vägar;Sverige;1900-talet","Annan humaniora (605)","Historia","","","","","","","","","","","","","","","","2019-05-14","2019-05-14","2019-05-21"
"1270360","Bengtsson, Bengt (Nordiska museet [877150])","Den grillska dopskålen","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","73","82","1949","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1018","0ef13662-adf3-4eb4-bc31-ae88fef4f3d2","","Dopskålar;Grill","Konstvetenskap (60407)","Kulturhistoria;Seder och bruk","","","","","","","","","","","","","","","","2018-12-13","2018-12-13","2018-12-13"
"1289384","Holmquist, Kersti (Nordiska museet [877150])","Den Grillska toalettspegeln","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och SKansens årsbok","153","164","1956","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1134","7db19f72-02a8-4868-bfc0-bdf904e70387","","Toalettspeglar;Svindersvik","Historia (60101)","Materiell kultur;Insamling och samlingsvård;Nordiska museet","","","","","","","","","","","","","","","","2019-02-18","2019-02-18","2019-02-19"
"1246841","Lindhagen, Arvid (Nordiska museet [877150])","Den heliga Julitta och spår av hennes dyrkan i Sverige","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","118","122","1918","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-817","2726b6fe-46df-43d5-8916-4139883235d9","","Folktro","Etnologi (60503)","Kulturhistoria;Seder och bruk","","","","","","","","","","","","","","","","2018-09-10","2018-09-10","2018-11-14"
"1297931","Rørbye, Birgitte (Nordiska museet [877150])","Den illegale sygdomsbehandling som folkloristisk problem : bidrag till en socio-kulturel oversigt for Danmark","Kapitel i bok, del av antologi","Övrigt vetenskapligt","dan","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","203","220","1976","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1452","7b26b878-473a-4fc0-8ce7-30578da29efc","","Medicin;Etnologi","Etnologi (60503)","Etnologi","","","","","","","","","","","","","","","","2019-03-21","2019-03-21","2019-03-25"
