PID,Name,Title,PublicationType,ContentType,Language,Journal,JournalISSN,JournalEISSN,Status,Volume,Issue,HostPublication,StartPage,EndPage,Year,Edition,Pages,City,Publisher,Series,SeriesISSN,SeriesEISSN,ISBN,Urls,ISRN,DOI,ISI,PMID,ScopusId,NBN,LocalId,ArchiveNumber,Keywords,Categories,ResearchSubjects,Projects,Notes,Abstract,Opponents,Supervisors,Examiners,Patent,ThesisLevel,Credits,Programme,Subject,Uppsok,DefencePlace,DefenceLanguage,DefenceDate,CreatedDate,PublicationDate,LastUpdated
"1292667","selling, Olof H.","Arkiatern på Hammarby","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","23","32","1962","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1237","16388ef9-0012-4dc7-9172-4d8c65ed080c","","Carl von Linné;Hammarby;Historia","Historia (60101)","Kulturhistoria;Historia;Byggnader och bebyggelse","","","","","","","","","","","","","","","","2019-03-01","2019-03-01","2019-03-04"
"1234197","Lindblom, Andreas (Nordiska museet [877150])","Arkitekttävlingen om Skansen","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","217","224","1936","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-413","6d7abf73-9323-42df-8012-00638425418c","","Arkitekttävlingar","Arkitektur (60405)","Skansen","","","","","","","","","","","","","","","","2018-07-23","2018-07-23","2018-11-05"
"1297344","Bedoire, Fredric","Arkivguide för byggnadsforskare","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","29","68","1974","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1424","014db2db-0da2-4753-9ad5-7d939c5156c8","","Byggnadshistoria","Arkitektur (60405)","Byggnader och bebyggelse;Kulturhistoria","","","","","","","","","","","","","","","","2019-03-19","2019-03-19","2019-03-25"
"1360727","Hammarlund-Larsson, Cecilia (Nordiska museet [877150])","Arktiska föremål","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Vår vardag - ditt museum","160","161","2017","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-2058","fba216b8-e9d0-4b95-89c4-b2cda55dad81","","Nordiska museet;Museisamlingar;Föremålssamlingar;Arktis","Annan humaniora (605)","Kulturhistoria;Museologi","","","","","","","","","","","","","","","","2019-10-14","2019-10-14","2019-10-15"
"1291416","Lagerquist, Marshall (Nordiska museet [877150])","Armfeltska gåvan till skogaholm","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","131","141","1959","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1182","01264c7b-bb5b-49de-beaf-0482af1f2a74","","Skansen;Skogaholm","Humaniora och konst (6)","Museologi;Skansen;Byggnader och bebyggelse","","","","","","","","","","","","","","","","2019-02-25","2019-02-25","2019-02-25"
"1233948","NN, nn (Nordiska museet [877150])","Artur Hazelius","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Meddelanden från Nordiska museet : 1901","1","29","1903","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-363","b0f44d8c-079c-4f14-9083-2b5a7c22dde7","","","Etnologi (60503)","Nordiska museet","","","","","","","","","","","","","","","","2018-07-20","2018-07-20","2018-11-21"
"1233427","Selling, Gösta (Nordiska museet [877150])","Artur Hazelius födelsehus : Den fritziska Sidenvävargården","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","65","118","1926","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-273","f55f5342-78d4-4686-af7a-480cac7ef79c","","","Etnologi (60503)","Hem och bostad;Nordiska museet: Historia","","","","","","","","","","","","","","","","2018-07-17","2018-07-17","2018-11-13"
"1233428","Wallin, Sigurd (Nordiska museet [877150])","Artur Hazelius födelsehus : Hazeliushuset på Skansen","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","119","168","1926","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-274","f914ba58-a61f-4907-a481-48b3d710cf70","","","Etnologi (60503)","Nordiska museet: Historia;Hem och bostad","","","","","","","","","","","","","","","","2018-07-17","2018-07-17","2018-11-13"
"1234225","NN, nn (Nordiska museet [877150])","Artur Hazelius grafsättning","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Meddelanden från Nordiska museet : 1902","1","3","1904","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-414","e42fe7f1-b820-4717-88ab-2bb085ea3778","","","Etnologi (60503)","Nordiska museet","","","","","","","","","","","","","","","","2018-07-23","2018-07-23","2018-11-21"
"1317282","Bergman, Ingrid (Nordiska museet [877150])","Artur Hazelius, Nordiska museet och de första föremålsförvärven","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Känn dig själv","7","20","1997","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1733","c69d43d5-75e9-4520-bc86-d24c68af8cbf","","Nordiska museet;Museisamlingar","Annan humaniora (605)","Insamling och samlingsvård;Nordiska museet;Museologi","","","","","","","","","","","","","","","","2019-05-22","2019-05-22","2019-05-27"
"1235612","Erixon, Sigurd (Nordiska museet [877150])","Artur Hazelius och Morastugan : ett bidrag till friluftsmuseitankens uppkomst","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","133","148","1940","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-536","9fbaf12c-fb6f-425f-a781-6b2d395301a9","","Bostäder;Friluftsmuséer","Etnologi (60503)","Skansen;Nordiska museet","","","","","","","","","","","","","","","","2018-07-26","2018-07-26","2018-11-05"
"1203986","Bringéus, Nils-Arvid (Nordiska museet [877150])","Artur Hazelius och Nordiska museet","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","7","32","1972","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","9171080570","","","","","","","urn:nbn:se:nordiskamuseet:diva-131","f4c70198-9260-40f7-be6d-ffeda72c73b2","","Artur Hazelius;Nordiska museet","Etnologi (60503)","Historia;Nordiska museet: Historia","","","","","","","","","","","","","","","","2018-05-05","2018-05-05","2019-03-19"
"1234454","Svärdström, Svante (Nordiska museet [877150])","Artur Hazelius och Risamålaren","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","137","158","1937","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-461","7227c0d7-e956-456f-a54a-c4ad42c7f704","","Dalmåleri;Folkkonst","Konstvetenskap (60407)","Historia","","","","","","","","","","","","","","","","2018-07-24","2018-07-24","2018-11-05"
"1256105","Hals, Harald","Artur Hazelius og Norge","Kapitel i bok, del av antologi","Övrigt vetenskapligt","nor","","","","","","","Fataburen - Nordiska museets och Skansens årsbok","101","112","1945","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-954","11ef76d0-054c-4a84-8bd2-7146e86829f8","","Artur Hazelius;Norge;Museisamlingar","Annan humaniora (605)","Etnologi;Kulturhistoria;Nordiska museet","","","","","","","","","","","","","","","","2018-10-16","2018-10-16","2018-10-17"
"1295156","Berg, Gösta (Nordiska museet [877150])","Artur Hazelius utländska museistudier","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","23","30","1967","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1348","2283bcd4-bb84-4e1b-be7a-40c6cffe52d3","","Artur Hazelius;Museer","Övrig annan humaniora (60599)","Museologi","","","","","","","","","","","","","","","","2019-03-11","2019-03-11","2019-03-14"
"1292876","Andrén, Erik (Nordiska museet [877150]);Åberg, Alf","Arvid Horns troffétavlor och övergången av Düna","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","7","22","1963","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1255","677444c4-6626-4f53-9063-45b2cad87367","","Målningar;Krig i konsten;Karl XII","Konst (604)","Historia;Insamling och samlingsvård;Nordiska museet","","","","","","","","","","","","","","","","2019-03-01","2019-03-01","2019-03-04"
"1294648","Jansson, Sam Owen (Nordiska museet [877150])","Arvid Bæckström in mamoriam","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","187","190","1965","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1335","220a425a-767b-4f1e-a585-51b309ea0745","","Nordiska museets personal","Etnologi (60503)","Nordiska museet","","","","","","","","","","","","","","","","2019-03-08","2019-03-08","2019-03-08"
"1242373","Stenbock, C. M. (Nordiska museet [877150])","Att binda halmtak","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Kulturhistorisk tidskrift","46","50","1912","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-659","4850b100-25f7-4c54-9405-10010979bc02","","Byggnadsteknik;Husbyggnad","Etnologi (60503)","Hem och bostad;Näringar och arbetsliv","","","","","","","","","","","","","","","","2018-08-28","2018-08-28","2018-11-15"
"1307371","Tyrfelt, Annika (Nordiska museet [877150])","Att bygga ett bo...","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Tack vare våra vänner!","142","144","1993","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1685","01e62fc5-2ce4-4e7f-8e20-3f8ebb0172b6","","Samtidsdokumentation;Hem;Sverige","Annan humaniora (605)","Etnologi;Hem och bostad;Insamling och samlingsvård","","","","","","","","","","","","","","","","2019-04-26","2019-04-26","2019-05-02"
"1301761","Hidemark, Ove (Nordiska museet [877150])","Att bygga med tegel : tegeltillverkning i Skåne från hantverk till industri","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","149","184","1982","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1517","fc8dddf1-bfd2-4493-b7aa-d7f13ba2c1d7","","Tegelbruk;Skåne","Annan humaniora (605)","Näringar och arbetsliv","","","","","","","","","","","","","","","","2019-04-02","2019-04-02","2019-04-03"
"1333635","Lund, Kristina (Nordiska museet [877150]);Svensson, Birgitta (Nordiska museet [877150])","Att designa sig själv","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Formgivare: folket","40","56","2005","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1867","a6724baa-fd64-42c3-a5b1-9726d7114568","","Design;Varumärken","Humaniora och konst (6)","Kulturhistoria","","","","","","","","","","","","","","","","2019-07-01","2019-07-01","2019-07-05"
"1297357","Biörnstad, Arne (Nordiska museet [877150])","Att flytta hus till museum","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","107","122","1974","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1427","119ee8da-4c07-4474-b9e1-5c8d5030fec3","","Friluftsmuseer;Kulturmiljövård;Skansen;Byggnader","Annan humaniora (605)","Byggnader och bebyggelse;Skansen","","","","","","","","","","","","","","","","2019-03-19","2019-03-19","2019-03-25"
"1304675","Thorbech, Åsa (Nordiska museet [877150])","Att fånga bilden av landskapet","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Den kultiverade naturen","53","77","1988","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1591","c991a51b-05d3-4cf5-a095-c646a5b88955","","Landskapsfotografi;Carl Fries","Annan humaniora (605)","Kulturhistoria","","","","","","","","","","","","","","","","2019-04-12","2019-04-12","2019-04-23"
"1345346","Kuoljock, Sunna","Att göra ett samiskt kulturarv synligt","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","För Sápmi i tiden","253","267","2008","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1954","d5d5be39-1bd4-4381-9303-fc8027ab2a95","","Samer;Historia;Kulturarv","Annan humaniora (605)","Kulturhistoria;Museologi","","","","","","","","","","","","","","","","2019-08-23","2019-08-23","2019-08-23"
"1302298","Hamilton, Ulf (Nordiska museet [877150])","Att hålla döden på avstånd : - om vård och konservering av vårt kulturarv","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","253","262","1983","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1541","188e583f-9d51-4fb9-9d98-9d71e5ade898","","Museisamlingar;Konservering;Kulturarv;Kulturmiljövård","Annan humaniora (605)","Insamling och samlingsvård;Museologi","","","","","","","","","","","","","","","","2019-04-04","2019-04-04","2019-04-05"
"1298115","Söderlind-Myrdal, Ingrid (Nordiska museet [877150])","Att kärna smör","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","173","186","1977","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1463","15c639e7-32af-45e9-a59a-17048c568dfb","","Smörkärnor;Smör","Etnologi (60503)","Etnologi;Mat och dryck","","","","","","","","","","","","","","","","2019-03-21","2019-03-21","2019-03-25"
"1291520","Lagercrantz, Bo (Nordiska museet [877150])","Att leva flink floribus","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Fataburen : Nordiska museets och Skansens årsbok","194","196","1959","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-1192","8453fce9-13d0-429c-bd8a-699ee545b621","","Museisamlingar;Nordiska museet;Dryckeskärl","Humaniora och konst (6)","Insamling och samlingsvård;Mat och dryck;Nordiska museet","","","","","","","","","","","","","","","","2019-02-25","2019-02-25","2019-02-25"
"1354167","Ambrosiani, Aron (Nordiska museet [877150])","Att skriva kulturhistoria : Ett skolprojekt om Wikipedia","Kapitel i bok, del av antologi","Övrigt vetenskapligt","swe","","","","","","","Vår vardag - ditt museum","48","61","2017","","","Stockholm","Nordiska museets förlag","Fataburen","0348-971X","0348-971X","","","","","","","","urn:nbn:se:nordiskamuseet:diva-2040","c73b9f34-0638-4ac6-896b-05df7b22af29","","Skolprojekt;Wikipedia;Gymnmasiearbetet","Annan humaniora (605)","Kulturhistoria","","","","","","","","","","","","","","","","2019-09-24","2019-09-24","2019-10-15"
